target_key,target_type,QuestionId,question_text,correct_answer,correct_answer_kaggle,target_distractor_kaggle,target_answer,misconception_id,misconception_name,student_selection_pct_kaggle,total_responses,pct_A,pct_B,pct_C,pct_D
FRAC_ADD,conceptual,511,"Express the following as a single fraction, writing your answer as simply as possible: \( \frac{t}{s}+\frac{2 s}{t} \)",D,D,B,\( \frac{t+2 s}{s+t} \),217,"When adding fractions, adds the numerators and denominators",4.88,41,7.32,4.88,12.2,75.61
FRAC_ADD,conceptual,525,\( 2 \frac{7}{10}+2 \frac{1}{4}= \) Leave your answer as a mixed number,A,B,C,\( \frac{99}{40} \),217,"When adding fractions, adds the numerators and denominators",17.58,1701,46.91,22.34,17.58,13.17
FRAC_ADD,conceptual,698,"![Two spinners shown. The first spinner has the numbers 1-4 and the second spinner has the number 1-5.]() You spin the above fair spinners
What is the probability of getting a \( 1 \) on both spinners?",D,B,C,\( \frac{2}{9} \),217,"When adding fractions, adds the numerators and denominators",17.27,249,7.23,8.03,17.27,67.47
FRAC_ADD,conceptual,789,"Work out:
\(
\frac{3}{10}+\frac{5}{10}
\)
Write your answer in its simplest form.",B,C,A,\( \frac{8}{20} \),217,"When adding fractions, adds the numerators and denominators",16.77,155,16.77,36.77,34.84,11.61
FRAC_ADD,conceptual,1055,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Fractions 3/5 and 1/4 in two separate circles, both linked to a third circle above.]()",B,D,A,\( \frac{4}{9} \),217,"When adding fractions, adds the numerators and denominators",16.4,933,16.4,59.59,15.33,8.68
FRAC_ADD,conceptual,1385,\( \frac{1}{3}+\frac{1}{4}+\frac{2}{3}+\frac{3}{4}= \),C,C,B,\( \frac{7}{14} \),217,"When adding fractions, adds the numerators and denominators",5.76,295,10.85,5.76,76.27,7.12
FRAC_ADD,conceptual,1386,"Write this as a single fraction as simply as possible
\(
\frac{2}{x}+\frac{3}{x}
\)",C,B,C,\( \frac{5}{2 x} \),217,"When adding fractions, adds the numerators and denominators",55.64,133,14.29,8.27,55.64,21.8
FRAC_ADD,conceptual,1390,\( \frac{1}{3}+\frac{1}{2} \times \frac{1}{3}= \),C,A,C,\( \frac{2}{9} \),217,"When adding fractions, adds the numerators and denominators",28.16,103,47.57,11.65,28.16,12.62
FRAC_ADD,conceptual,1430,"Calculate:
\(
\frac{2}{7}+\frac{1}{7}
\)",D,C,D,\( \frac{3}{14} \),217,"When adding fractions, adds the numerators and denominators",64.72,462,23.16,6.28,5.84,64.72
FRAC_ADD,conceptual,1526,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()",A,B,C,\( \frac{5}{12} \),217,"When adding fractions, adds the numerators and denominators",17.41,741,58.84,16.46,17.41,7.29
