response_id,model,model_tier,spec_level,misconception_id,misconception_name,misconception_type,question_id,correct_answer,target_distractor,llm_answer,is_correct,hit_target,human_target_rate,rep,timestamp
452,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,698,B,C,B,True,False,0.1727,1,2026-01-26T21:10:42.048813
453,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,698,B,C,B,True,False,0.1727,1,2026-01-26T21:10:48.864253
454,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,698,B,C,C,False,True,0.1727,1,2026-01-26T21:10:54.103963
455,gpt-4o,frontier,S1,217,"When adding fractions, adds the numerators and denominators",conceptual,789,C,A,C,True,False,0.1677,1,2026-01-26T21:11:00.683109
456,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,789,C,A,C,True,False,0.1677,1,2026-01-26T21:11:04.957143
457,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,789,C,A,A,False,True,0.1677,1,2026-01-26T21:11:11.162616
458,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,789,C,A,A,False,True,0.1677,1,2026-01-26T21:11:15.835841
459,gpt-4o,frontier,S1,217,"When adding fractions, adds the numerators and denominators",conceptual,1055,D,A,D,True,False,0.164,1,2026-01-26T21:11:22.647914
460,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,1055,D,A,D,True,False,0.164,1,2026-01-26T21:11:26.950131
461,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,1055,D,A,A,False,True,0.164,1,2026-01-26T21:11:32.438272
462,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,1055,D,A,A,False,True,0.164,1,2026-01-26T21:11:40.129904
467,gpt-4o,frontier,S1,217,"When adding fractions, adds the numerators and denominators",conceptual,1386,B,C,B,True,False,0.5564,1,2026-01-26T21:12:12.118462
468,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,1386,B,C,B,True,False,0.5564,1,2026-01-26T21:12:17.666285
469,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,1386,B,C,C,False,True,0.5564,1,2026-01-26T21:12:23.629130
470,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,1386,B,C,C,False,True,0.5564,1,2026-01-26T21:12:26.096344
471,gpt-4o,frontier,S1,217,"When adding fractions, adds the numerators and denominators",conceptual,1390,A,C,A,True,False,0.2816,1,2026-01-26T21:12:32.816433
472,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,1390,A,C,A,True,False,0.2816,1,2026-01-26T21:12:42.927960
473,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,1390,A,C,C,False,True,0.2816,1,2026-01-26T21:12:47.804683
474,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,1390,A,C,C,False,True,0.2816,1,2026-01-26T21:12:53.129610
475,gpt-4o,frontier,S1,217,"When adding fractions, adds the numerators and denominators",conceptual,1430,C,D,C,True,False,0.6472,1,2026-01-26T21:13:00.007849
476,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,1430,C,D,C,True,False,0.6472,1,2026-01-26T21:13:05.316545
477,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,1430,C,D,D,False,True,0.6472,1,2026-01-26T21:13:10.702493
478,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,1430,C,D,D,False,True,0.6472,1,2026-01-26T21:13:14.223600
479,gpt-4o,frontier,S1,217,"When adding fractions, adds the numerators and denominators",conceptual,1526,B,C,B,True,False,0.1741,1,2026-01-26T21:13:18.971348
480,gpt-4o,frontier,S2,217,"When adding fractions, adds the numerators and denominators",conceptual,1526,B,C,B,True,False,0.1741,1,2026-01-26T21:13:25.099098
481,gpt-4o,frontier,S3,217,"When adding fractions, adds the numerators and denominators",conceptual,1526,B,C,C,False,True,0.1741,1,2026-01-26T21:13:29.379426
482,gpt-4o,frontier,S4,217,"When adding fractions, adds the numerators and denominators",conceptual,1526,B,C,C,False,True,0.1741,1,2026-01-26T21:13:34.987661
487,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,D,True,False,0.133,1,2026-01-26T21:14:14.991086
488,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,D,True,False,0.133,1,2026-01-26T21:14:30.265054
489,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,C,False,False,0.133,1,2026-01-26T21:14:41.459859
490,claude-sonnet-4,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,C,False,False,0.133,1,2026-01-26T21:14:50.848269
495,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,C,True,False,0.2131,1,2026-01-26T21:15:31.729030
496,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,C,True,False,0.2131,1,2026-01-26T21:15:41.583267
497,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,B,False,True,0.2131,1,2026-01-26T21:15:49.058434
498,claude-sonnet-4,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,B,False,True,0.2131,1,2026-01-26T21:15:54.484149
499,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T21:16:02.339021
500,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T21:16:13.404766
501,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T21:16:23.880325
502,claude-sonnet-4,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T21:16:34.992814
507,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T21:17:23.911410
508,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T21:17:35.353358
509,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,B,False,True,0.2151,1,2026-01-26T21:17:47.229699
510,claude-sonnet-4,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T21:17:59.623602
519,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,655,D,C,D,True,False,0.4869,1,2026-01-26T21:19:07.633319
520,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,655,D,C,D,True,False,0.4869,1,2026-01-26T21:19:20.004045
521,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,655,D,C,D,True,False,0.4869,1,2026-01-26T21:19:29.117623
522,claude-sonnet-4,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,655,D,C,D,True,False,0.4869,1,2026-01-26T21:19:42.623284
531,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,867,A,D,A,True,False,0.1047,1,2026-01-26T21:21:12.796121
532,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,867,A,D,A,True,False,0.1047,1,2026-01-26T21:21:22.967483
533,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,867,A,D,D,False,True,0.1047,1,2026-01-26T21:21:30.402739
534,claude-sonnet-4,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,867,A,D,D,False,True,0.1047,1,2026-01-26T21:21:36.913252
539,claude-sonnet-4,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,936,A,C,A,True,False,0.184,1,2026-01-26T21:22:16.626443
540,claude-sonnet-4,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,936,A,C,A,True,False,0.184,1,2026-01-26T21:22:27.814245
541,claude-sonnet-4,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,936,A,C,C,False,True,0.184,1,2026-01-26T21:22:37.271998
