response_id,model,model_tier,spec_level,misconception_id,misconception_name,misconception_type,question_id,correct_answer,target_distractor,llm_answer,is_correct,hit_target,human_target_rate,rep,timestamp
179,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,D,True,False,0.5511,1,2026-01-26T17:50:14.346503
180,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,B,False,True,0.0412,1,2026-01-26T17:50:17.163516
181,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,C,True,False,0.0412,1,2026-01-26T17:50:21.258056
182,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,D,True,False,0.5511,1,2026-01-26T17:50:23.184835
183,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,A,True,False,0.0765,1,2026-01-26T17:50:28.629641
184,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,C,False,True,0.5511,1,2026-01-26T17:50:29.007634
185,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1343,D,C,C,False,True,0.5511,1,2026-01-26T17:50:35.392432
186,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,A,True,False,0.0765,1,2026-01-26T17:50:36.562971
187,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,C,False,True,0.0765,1,2026-01-26T17:50:42.362005
188,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,A,True,False,0.1165,1,2026-01-26T17:50:42.489778
189,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,A,True,False,0.0765,1,2026-01-26T17:50:48.926042
190,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,A,True,False,0.1165,1,2026-01-26T17:50:51.621016
191,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:50:56.398077
192,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,B,False,True,0.1165,1,2026-01-26T17:50:58.309390
193,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:51:03.553551
194,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1390,A,B,B,False,True,0.1165,1,2026-01-26T17:51:05.983759
195,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:51:09.467264
196,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:51:14.096789
197,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:51:16.120985
198,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:51:24.103608
199,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:51:24.239861
200,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:51:31.457968
201,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,A,True,False,0.0297,1,2026-01-26T17:51:33.827573
202,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:51:38.726306
203,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1402,A,C,C,False,True,0.0297,1,2026-01-26T17:51:42.502809
204,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:51:47.466591
205,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,D,True,False,0.02,1,2026-01-26T17:51:49.263556
206,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,C,True,False,0.1145,1,2026-01-26T17:51:53.402227
207,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,D,True,False,0.02,1,2026-01-26T17:51:58.706822
208,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,C,True,False,0.1145,1,2026-01-26T17:51:59.953467
209,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,B,False,True,0.02,1,2026-01-26T17:52:03.964505
210,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,C,True,False,0.1145,1,2026-01-26T17:52:07.320384
211,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1449,D,B,B,False,True,0.02,1,2026-01-26T17:52:09.539665
212,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,C,True,False,0.1145,1,2026-01-26T17:52:13.436309
213,gpt-4o,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,B,True,False,0.0486,1,2026-01-26T17:52:17.918356
214,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:52:19.043168
215,gpt-4o,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,B,True,False,0.0486,1,2026-01-26T17:52:22.934357
216,gpt-4o,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,D,False,True,0.0486,1,2026-01-26T17:52:27.688591
217,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:52:30.977341
218,gpt-4o,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,D,False,True,0.0486,1,2026-01-26T17:52:32.441714
219,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:52:37.887749
220,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,A,False,True,0.0655,1,2026-01-26T17:52:41.827432
221,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:52:44.487602
222,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:52:48.542842
223,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1455,D,A,D,True,False,0.0655,1,2026-01-26T17:52:53.485570
224,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:52:54.042362
225,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,121,D,C,D,True,False,0.0703,1,2026-01-26T17:52:59.318693
226,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,A,True,False,0.4668,1,2026-01-26T17:52:59.712937
227,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,121,D,C,D,True,False,0.0703,1,2026-01-26T17:53:06.009987
228,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,A,True,False,0.4668,1,2026-01-26T17:53:09.390153
229,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,121,D,C,D,True,False,0.0703,1,2026-01-26T17:53:13.371154
230,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,B,False,True,0.4668,1,2026-01-26T17:53:14.060955
231,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,121,D,C,D,True,False,0.0703,1,2026-01-26T17:53:19.258544
232,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1465,A,B,B,False,True,0.4668,1,2026-01-26T17:53:19.381757
233,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,153,D,A,D,True,False,0.1167,1,2026-01-26T17:53:23.077931
234,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:53:28.798641
235,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,153,D,A,D,True,False,0.1167,1,2026-01-26T17:53:33.669275
236,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,153,D,A,D,True,False,0.1167,1,2026-01-26T17:53:39.231260
237,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:53:39.574921
238,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,153,D,A,D,True,False,0.1167,1,2026-01-26T17:53:43.449993
239,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,C,False,True,0.1246,1,2026-01-26T17:53:47.946482
240,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,195,D,C,D,True,False,0.1408,1,2026-01-26T17:53:49.948963
241,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1493,A,C,A,True,False,0.1246,1,2026-01-26T17:53:56.506419
242,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,195,D,C,D,True,False,0.1408,1,2026-01-26T17:53:59.520003
243,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,A,True,False,0.0211,1,2026-01-26T17:54:03.185345
244,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,195,D,C,D,True,False,0.1408,1,2026-01-26T17:54:04.722246
245,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,195,D,C,D,True,False,0.1408,1,2026-01-26T17:54:09.842837
246,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,A,True,False,0.0211,1,2026-01-26T17:54:12.053306
247,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,243,C,A,C,True,False,0.0469,1,2026-01-26T17:54:14.659615
248,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,C,False,True,0.0211,1,2026-01-26T17:54:17.229859
249,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1508,A,C,C,False,True,0.0211,1,2026-01-26T17:54:24.159785
250,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,243,C,A,C,True,False,0.0469,1,2026-01-26T17:54:24.505008
251,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,C,True,False,0.0412,1,2026-01-26T17:54:30.772489
252,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,243,C,A,C,True,False,0.0469,1,2026-01-26T17:54:34.109052
253,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,243,C,A,C,True,False,0.0469,1,2026-01-26T17:54:39.092887
254,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,C,True,False,0.0412,1,2026-01-26T17:54:40.601979
255,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,285,B,A,B,True,False,0.6717,1,2026-01-26T17:54:45.912036
256,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,B,False,True,0.0412,1,2026-01-26T17:54:45.965486
257,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1529,C,B,B,False,True,0.0412,1,2026-01-26T17:54:52.509314
258,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,285,B,A,B,True,False,0.6717,1,2026-01-26T17:54:53.275867
259,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,285,B,A,B,True,False,0.6717,1,2026-01-26T17:54:57.090484
260,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,A,True,False,0.0765,1,2026-01-26T17:54:59.439681
261,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,285,B,A,B,True,False,0.6717,1,2026-01-26T17:55:02.332114
262,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,305,D,A,D,True,False,0.1304,1,2026-01-26T17:55:06.834047
263,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,A,True,False,0.0765,1,2026-01-26T17:55:08.279078
264,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,305,D,A,D,True,False,0.1304,1,2026-01-26T17:55:12.444710
265,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,C,False,True,0.0765,1,2026-01-26T17:55:13.831761
266,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,305,D,A,D,True,False,0.1304,1,2026-01-26T17:55:17.635942
267,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1545,A,C,C,False,True,0.0765,1,2026-01-26T17:55:21.009702
268,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,305,D,A,D,True,False,0.1304,1,2026-01-26T17:55:21.010087
269,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,332,A,D,A,True,False,0.8774,1,2026-01-26T17:55:27.140707
270,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:55:30.745387
271,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,332,A,D,A,True,False,0.8774,1,2026-01-26T17:55:35.869332
272,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:55:40.925061
273,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,332,A,D,A,True,False,0.8774,1,2026-01-26T17:55:44.224030
274,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,332,A,D,A,True,False,0.8774,1,2026-01-26T17:55:50.579480
275,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:55:50.811033
276,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,362,C,D,C,True,False,0.1193,1,2026-01-26T17:55:53.973668
277,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1599,A,C,A,True,False,0.9226,1,2026-01-26T17:55:59.508557
278,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,362,C,D,C,True,False,0.1193,1,2026-01-26T17:56:00.927201
279,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,362,C,D,C,True,False,0.1193,1,2026-01-26T17:56:06.204477
280,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:56:08.594733
281,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,362,C,D,C,True,False,0.1193,1,2026-01-26T17:56:14.058557
282,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,381,B,A,B,True,False,0.0495,1,2026-01-26T17:56:18.103655
283,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:56:18.137868
284,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,381,B,A,B,True,False,0.0495,1,2026-01-26T17:56:27.879950
285,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,381,B,A,B,True,False,0.0495,1,2026-01-26T17:56:35.032634
286,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,381,B,A,B,True,False,0.0495,1,2026-01-26T17:56:40.101759
287,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,415,D,A,D,True,False,0.6957,1,2026-01-26T17:56:45.479971
288,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:56:50.070802
289,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,415,D,A,D,True,False,0.6957,1,2026-01-26T17:56:54.857570
290,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,415,D,A,D,True,False,0.6957,1,2026-01-26T17:56:58.295408
291,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1615,A,B,A,True,False,0.1907,1,2026-01-26T17:56:59.925536
292,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,415,D,A,D,True,False,0.6957,1,2026-01-26T17:57:05.586197
293,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,C,True,False,0.1145,1,2026-01-26T17:57:08.403623
294,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,506,B,A,B,True,False,0.0784,1,2026-01-26T17:57:08.662995
295,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,506,B,A,B,True,False,0.0784,1,2026-01-26T17:57:14.943547
296,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,C,True,False,0.1145,1,2026-01-26T17:57:17.901955
297,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,506,B,A,B,True,False,0.0784,1,2026-01-26T17:57:23.891164
298,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,B,False,True,0.1145,1,2026-01-26T17:57:24.884329
299,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,506,B,A,B,True,False,0.0784,1,2026-01-26T17:57:28.289941
300,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1728,C,B,B,False,True,0.1145,1,2026-01-26T17:57:31.006100
301,claude-sonnet-4,frontier,S1,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,B,True,False,0.0486,1,2026-01-26T17:57:36.165501
302,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,513,D,A,D,True,False,0.0562,1,2026-01-26T17:57:40.663430
303,claude-sonnet-4,frontier,S2,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,B,True,False,0.0486,1,2026-01-26T17:57:45.940140
304,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,513,D,A,D,True,False,0.0562,1,2026-01-26T17:57:50.712054
305,claude-sonnet-4,frontier,S3,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,D,False,True,0.0486,1,2026-01-26T17:57:51.307348
306,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,513,D,A,D,True,False,0.0562,1,2026-01-26T17:57:56.500319
307,claude-sonnet-4,frontier,S4,1507,Carries out operations from left to right regardless of priority order,procedural,1866,B,D,D,False,True,0.0486,1,2026-01-26T17:57:57.505870
308,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,513,D,A,D,True,False,0.0562,1,2026-01-26T17:58:04.118374
309,claude-sonnet-4,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:58:06.110407
310,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,556,C,B,C,True,False,0.6457,1,2026-01-26T17:58:12.758732
311,claude-sonnet-4,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:58:16.480310
312,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,556,C,B,C,True,False,0.6457,1,2026-01-26T17:58:21.125641
313,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,556,C,B,C,True,False,0.6457,1,2026-01-26T17:58:26.298604
314,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,556,C,B,C,True,False,0.6457,1,2026-01-26T17:58:30.634538
315,claude-sonnet-4,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:58:32.248839
316,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,689,A,B,A,True,False,0.1497,1,2026-01-26T17:58:34.010288
317,gpt-4o,frontier,S2,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,689,A,B,A,True,False,0.1497,1,2026-01-26T17:58:39.750169
318,claude-sonnet-4,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,29,B,A,B,True,False,0.1806,1,2026-01-26T17:58:41.843716
319,gpt-4o,frontier,S3,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,689,A,B,A,True,False,0.1497,1,2026-01-26T17:58:42.554615
320,gpt-4o,frontier,S4,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,689,A,B,A,True,False,0.1497,1,2026-01-26T17:58:46.298196
321,claude-sonnet-4,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,121,D,C,D,True,False,0.0703,1,2026-01-26T17:58:49.210708
322,gpt-4o,frontier,S1,1214,"When solving an equation, uses the same operation rather than the inverse",procedural,722,A,C,D,False,False,0.5957,1,2026-01-26T17:58:53.868855
323,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,27,C,B,C,True,False,0.1097,1,2026-01-26T18:27:57.477197
324,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,27,C,B,C,True,False,0.1097,1,2026-01-26T18:28:04.511078
325,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,27,C,B,C,True,False,0.1097,1,2026-01-26T18:28:09.856711
326,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,27,C,B,C,True,False,0.1097,1,2026-01-26T18:28:18.493922
327,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,D,True,False,0.133,1,2026-01-26T18:28:23.217260
328,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,D,True,False,0.133,1,2026-01-26T18:28:33.528556
329,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,A,False,True,0.133,1,2026-01-26T18:28:42.314777
330,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,119,D,A,D,True,False,0.133,1,2026-01-26T18:28:47.385831
331,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,136,B,A,B,True,False,0.0808,1,2026-01-26T18:28:51.353094
332,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,136,B,A,B,True,False,0.0808,1,2026-01-26T18:29:00.960367
333,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,136,B,A,B,True,False,0.0808,1,2026-01-26T18:29:05.720429
334,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,136,B,A,B,True,False,0.0808,1,2026-01-26T18:29:09.998483
335,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,C,True,False,0.2131,1,2026-01-26T18:29:13.965223
336,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,C,True,False,0.2131,1,2026-01-26T18:29:22.323813
337,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,B,False,True,0.2131,1,2026-01-26T18:29:28.763801
338,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,139,C,B,C,True,False,0.2131,1,2026-01-26T18:29:34.777523
339,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T18:29:41.609258
340,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T18:29:47.148611
341,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T18:29:53.845724
342,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,290,B,C,B,True,False,0.1712,1,2026-01-26T18:30:00.365602
343,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,435,B,C,B,True,False,0.1651,1,2026-01-26T18:30:06.792179
344,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,435,B,C,B,True,False,0.1651,1,2026-01-26T18:30:19.375369
345,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,435,B,C,B,True,False,0.1651,1,2026-01-26T18:30:29.021256
346,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,435,B,C,B,True,False,0.1651,1,2026-01-26T18:30:37.554311
347,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T18:30:42.383757
348,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T18:30:51.180063
349,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T18:30:55.927571
350,gpt-4o,frontier,S4,1597,Believes multiplying two negatives gives a negative answer,conceptual,466,A,B,A,True,False,0.2151,1,2026-01-26T18:31:03.512145
351,gpt-4o,frontier,S1,1597,Believes multiplying two negatives gives a negative answer,conceptual,564,C,B,C,True,False,0.0674,1,2026-01-26T18:31:06.327426
352,gpt-4o,frontier,S2,1597,Believes multiplying two negatives gives a negative answer,conceptual,564,C,B,C,True,False,0.0674,1,2026-01-26T18:31:16.191200
353,gpt-4o,frontier,S3,1597,Believes multiplying two negatives gives a negative answer,conceptual,564,C,B,B,False,True,0.0674,1,2026-01-26T18:31:20.771401
