AssessmentName,QuestionNumber,Subject[0].subjectId,Subject[0].subjectName,GradeLevel,ContentSubType,ContentSubSubType,QuestionText,Rubrics[0].score,Rubrics[1].score,Rubrics[2].score,Rubrics[3].score,Rubrics[0].criteria,Rubrics[1].criteria,Rubrics[2].criteria,Rubrics[3].criteria,Rubrics[0].rubricId,Rubrics[1].rubricId,Rubrics[2].rubricId,Rubrics[3].rubricId,Skills[0].skillId,Skills[1].skillId,Skills[2].skillId,Skills[0].skillName,Skills[1].skillName,Skills[2].skillName
Grade 7 — Maths,3,1,Mathematics,7,openEnded,shortAnswer,Find the area of a triangle whose base is `8` cm and height is `6` cm.,1,1,,,States or uses the correct formula for the area of a triangle: `Area = 1/2 × base × height`.,Correctly substitutes the given values into the formula and calculates the final answer with the correct units: `24 cm²`.,,,1ZHh1fT8TZ5O3pQmcqxD-,_yRNuhDBbD-5vo1ZcSYMI,,,486,,,Understanding Shapes and Measurement,,
Grade 7 — Maths,4,1,Mathematics,7,openEnded,shortAnswer,Find the value of: `8 ÷ 7.2`,0.5,0.5,,,"Correctly sets up the division, for instance, by converting it to `80 ÷ 72` to remove the decimal.","Calculates the correct answer, either as a simplified fraction `10/9`, a mixed number `1 1/9`, or a recurring decimal `1.11...`.",,,ZAlBHPhMSGgUZNzT0JIUg,H5kX-Jr8ox036MeCfsjht,,,488,,,Working with Fractions and Decimals,,
Grade 7 — Maths,5,1,Mathematics,7,openEnded,shortAnswer,"How many Rupee `5` coins can be made from `10` coins of `10` paise, `5` coins of `20` paise, and `16` coins of `50` paise?",0.5,0.5,,,Finds total value: 10×0.10=1.00; 5×0.20=1.00; 16×0.50=8.00; total=₹10.00,Finds the number of Rs 5 coins by dividing total Rs 10 by Rs 5: `10/5 = 2`. The correct answer is `2`.,,,oiDXA_jW4Rj4_wMTf92eJ,kBPgLtBt_V7lB0f4v7FRi,,,487,,,Solving Problems with Numbers,,
Grade 7 — Maths,6,1,Mathematics,7,openEnded,shortAnswer,Multiply and express the answer as a mixed fraction: `1 1/2 xx 3 1/4`,1,1,,,Correctly converts both mixed fractions into improper fractions (`3/2` and `13/4`).,Correctly multiplies the improper fractions to get `39/8` and converts the result back into a mixed fraction `4 7/8`.,,,GjsmGC56hQtRWrlbL4kSg,8Si-TfDDE1Zr4_KCP_xjU,,,488,,,Working with Fractions and Decimals,,
Grade 7 — Maths,7,1,Mathematics,7,openEnded,shortAnswer,Which is greater: `1/2` of `3/4` or `2/5` of `2/3`? Show your calculations.,1,1,,,"Correctly calculates both values: `1/2` of `3/4` is `3/8`, and `2/5` of `2/3` is `4/15`.","Correctly compares the two resulting fractions (e.g., by finding a common denominator like 120, where 45/120 > 32/120) and states that `1/2 of 3/4` is greater.",,,-G7S2294tOew7d4Op1VLQ,TYRvaI88PYCQicCPzlNbs,,,488,485,,Working with Fractions and Decimals,Understanding and Ordering Numbers,
Grade 7 — Maths,8,1,Mathematics,7,openEnded,shortAnswer,A car covers a distance of `55` km in `5` liters of petrol. How much distance will it cover in `12` liters of petrol? Find how much mileage (average) the car is giving?,1,1,,,Correctly finds distance for `12` liters: `12 x 11 = 132 km`. The correct answer is `132 km`.,Calculates correct mileage: `55 / 5 = 11 km/liter`. The correct mileage is `11 km/liter`.,,,UGpY6AkE_OK3ZmqntJrpE,BrN9w0N-EMnyjt7P_Ft52,,,487,,,Solving Problems with Numbers,,
Grade 7 — Maths,9,1,Mathematics,7,openEnded,shortAnswer,A bus can travel `10` km on `1` litre of diesel. How far can it travel on `5 3/4` litres of diesel?,1,1,1,,Identifies the correct operation required to solve the problem (multiplication).,Correctly converts the mixed fraction `5 3/4` into an improper fraction (`23/4`) or a decimal (`5.75`).,Performs the calculation (`10 × 23/4` or `10 × 5.75`) and provides the final answer with correct units (`57.5 km`).,,BFIp3t-U3oug4sj_sBfJQ,2BqH3TL7k0S5WgTRWX_-K,-qwVxHFVgHxIMmhFxvT3O,,488,487,,Working with Fractions and Decimals,Solving Problems with Numbers,
Grade 7 — Maths,10,1,Mathematics,7,openEnded,shortAnswer,The perimeter of a rectangle is `32` cm and its length is `10` cm. Find its width and the area of the rectangle.,1,1,,,"Solves for width by setting up `2 x (10 + w) = 32`, finds `w = 6 cm`. The width is `6 cm`.",Finds area by calculating `10 x 6 = 60 cm^2`. The area is `60 cm^2`.,,,yrERLKWn37hYiG25noSVB,_JhVMjgR5eWB6eC1-c0mr,,,486,489,,Understanding Shapes and Measurement,Solving Problems with Algebra (Unknowns),
Grade 7 — Maths,11,1,Mathematics,7,openEnded,shortAnswer,The number of children in six different classes of a school are given below: \n\n(a) Represent this data on a bar graph. Choose an appropriate scale. \n\n(b) Which class has the maximum number of children and which has the minimum?\n,1,1,1,,"For part (a): Correctly draws and labels the X and Y axes, and chooses a suitable and consistent scale for the number of children (e.g., 1 unit = 10 children or 1 unit = 20 children).","For part (a): Draws all bars accurately according to the chosen scale, with uniform width and spacing.",For part (b): Correctly identifies 'Class V' as having the maximum number of children and 'Class X' as having the minimum.,,dRGLfZVLomUJoom4dq7n1,GE79P-4sQydSnl_XK03PJ,kqVwDm3A7TEpKArPKquXS,,490,,,Representing and Interpreting Data,,
Grade 7 — Science,1,2,Science,7,openEnded,shortAnswer,"A patient is suffering from a high fever. What specific type of thermometer would a doctor use to measure their body temperature, and why is it preferred over a laboratory thermometer for this purpose?",0.5,0.5,,,Correctly identifies the thermometer as a 'clinical thermometer'.,For accurately explaining why it's preferred (mentioning the constriction/kink and its function or any other valid reason).,,,Ry-VhId5lclB2kS3sUSyi,j_Mt23LxzucF4VUySB-kc,,,501,,,Measuring Physical Properties,,
Grade 7 — Science,2,2,Science,7,openEnded,shortAnswer,"A steel spoon is placed in a cup of hot tea. After a few minutes, its handle also becomes hot. \n(a) Name the process of heat transfer responsible for this. \n(b) Briefly explain how the heat travels from the part of the spoon in the tea to its handle.",0.5,0.5,,,For (a): Correctly names the process as 'Conduction'.,"For (b): Explains that in solids like steel, heat is transferred from the hotter end to the colder end through the vibration of particles without the particles actually moving from their position.",,,hwiaWf0uQNszfBZIY-cwY,LyihYUvbCby2Um-1oXqcY,,,504,,,Understanding Heat and Its Transfer,,
Grade 7 — Science,3,2,Science,7,openEnded,shortAnswer,Name the green pigment found in plant leaves that is essential for photosynthesis.,1,,,,Correctly names the pigment as Chlorophyll.,,,,QppG8mr2yWR-1vOOJQpGf,,,,535,,,Understanding Living Organisms and Life Processes,,
Grade 7 — Science,4,2,Science,7,openEnded,shortAnswer,People prefer to wear light-coloured cotton clothes during hot summers. Explain this preference by stating two scientific reasons related to the properties of the fabric.,1,1,,,"For stating a plausible reason related to light colors (e.g., they don't get as hot, they bounce off the sun's heat, they don't take in much heat).","For stating a plausible reason related to cotton fabric (e.g., it lets air in, it soaks up sweat, it helps sweat dry faster, it feels cool).",,,pkdxAIR4SlLa67RUM1L_G,AnpR7nGNK6Y9i0boRqh8J,,,497,,,Understanding how materials and weather affect us,,
Grade 7 — Science,5,2,Science,7,openEnded,shortAnswer,Differentiate between autotrophic and heterotrophic modes of nutrition. Provide one example for each.,1,0.5,0.5,,"Correctly defines or distinguishes the two modes (autotrophs make their own food, heterotrophs depend on others for food).","Provides a correct example for autotrophs (e.g., green plants, algae).","Provides a correct example for heterotrophs (e.g., humans, animals, fungi).",,ZPsHNUwIH-b3XHP79AtcH,TI5e2Or7jzsrxFJRF1cG4,gqr95g6uwMBeiFP9HsSoj,,535,,,Understanding Living Organisms and Life Processes,,
Grade 7 — Science,6,2,Science,7,openEnded,shortAnswer,"Why is the digestive system of a ruminant, like a cow, different from that of a human? Mention one key difference related to their diet.",1,1,,,For explaining that ruminants (like cows) have a special/multiple stomachs/digestive sections (or specifically mentioning the rumen).,"For explaining that this difference is important because they eat tough plant material/grass/cellulose, which needs a special way to be digested that humans don't have.",,,o7OaQM51U_dI8qW0An8-6,aFeG3Wf9aHSMc1imjCS5v,,,535,,,Understanding Living Organisms and Life Processes,,
Grade 7 — Science,7,2,Science,7,openEnded,shortAnswer,A farmer notices that his crops are experiencing stunted growth and yellowing of leaves. Soil analysis reveals a nutrient deficiency. What steps a farmer shall take to address this issue?,1,1,,,"Recommend addition of fertilizers/manures rich in the lacking nutrient. Mention any correct essential nutrient like `nitrogen`, `phosphorus`, or `potassium`.","Mention supplementary measures: ensuring adequate watering, using organic manure, or methods for soil enrichment.",,,0lbx_t0fEWEzZwKnuu34n,Wuqc4I9o8yWnildrGwVmh,,,506,,,Ensuring Healthy Plant Growth and Food Safety,,
Grade 7 — Science,8,2,Science,7,openEnded,shortAnswer,"You are given a bottle filled with liquid, turmeric powder and hibiscus flower extract. How will you determine that liquid is acid or base using these materials?",1,1,,,"Describe how to use turmeric powder as an indicator (red for base, yellow for acid/neutral). Award for alternative but scientifically correct color observations as well.","Describe how to use hibiscus extract as an indicator (pink/red for acid, green for base). Award for any correct application of natural indicators.",,,lFHH0zsX08ygtwKWxvDwf,nfT7zRQwnSBYS3_d4xGiX,,,500,,,Understanding Properties and Changes of Materials,,
Grade 7 — Science,9,2,Science,7,openEnded,shortAnswer,You find a pitcher plant that has a trap-like structure. \n(a) What is the special mode of nutrition for this plant? \n(b) This plant is green and can perform photosynthesis. Why does it still need to trap insects? \n(c) Give another example of such a plant.,1,1,1,,For (a): Correctly identifies the mode of nutrition as 'insectivorous'.,"For (b): Explains that the plant traps insects to fulfill its nitrogen requirement, as it typically grows in soil that is deficient in nitrogen.","For (c): Gives another valid example, such as Venus flytrap.",,BvQ46B258s4ei2PZB8Dbr,eGrjDyeYooHQfl1la59K5,iyb6IGjq6nKGIdO5YqOWb,,535,,,Understanding Living Organisms and Life Processes,,
Grade 7 — Science,10,2,Science,7,openEnded,shortAnswer,In our daily life we treat Wasp string with vinegar and bee string with baking Soda. Which principle of chemistry is involved in it? Explain.,1,1,,,"For identifying the chemical principle involved as neutralization (or acid-base reaction, or using opposites to cancel out).","For explaining that a wasp sting is basic/alkaline and is treated with vinegar (an acid), AND that a bee sting is acidic and is treated with baking soda (a base/alkaline), thereby showing how the principle is applied to relieve the sting.",,,sK8Lm6Sdbuiv2tshP7K2y,26b653da-7303-4e8d-80e5-b73c796aa1a5,,,502,,,Applying Science to Everyday Life,,
Grade 7 — Science,11,2,Science,7,openEnded,shortAnswer,"A student observed the time taken by three different liquids to evaporate completely under the same conditions. The data is shown in the table below: (a) Which liquid evaporates the fastest?  (b) Based on the data, explain why Liquid C (Salt Solution) takes the longest time to evaporate compared to Liquid B (Water).",1,0.5,0.5,,For (a): Correctly identifies Liquid A or Petrol as the fastest evaporating liquid based on the shortest time.,For (b): Identifies that the presence of salt is the reason for the slower evaporation of Liquid C.,"For (b): Provides a clear scientific explanation, stating that dissolved impurities like salt reduce the rate of evaporation (e.g., by lowering the vapour pressure or because salt particles occupy surface space, hindering water molecules from escaping).",,KmbLd-ytKy8pbZpBPfftz,BbD0JQlcZq2WKIMmaQH92,7qMdOrNHqei5k6AtX3SZ5,,500,,,Understanding Properties and Changes of Materials,,
Grade 7 — Social Science,1,18,Social Science,7,openEnded,shortAnswer,Explain the importance of dates in the study of history.,1,,,,"For clearly stating that dates are important because they tell when events happened, or help to put events in order/sequence, or help us understand the time frame of history.",,,,4lsCWztJaWqw4QggSJ6Ui,,,,517,,,Understanding Early Civilizations,,
Grade 7 — Social Science,2,18,Social Science,7,openEnded,shortAnswer,Define 'human environment' and give one example of how humans modify the natural environment.,0.5,0.5,,,"Provides a correct definition of human environment (e.g., the environment created by human beings for their needs, including interactions, activities, and creations).","Gives a valid example of modification (e.g., building dams, constructing roads, farming land).",,,s4Ygac55VccgFrLlUmnXC,wDt9QyJRb1LG3GVQtBkVy,,,518,,,Understanding Natural Environment & Resources,,
Grade 7 — Social Science,3,18,Social Science,7,openEnded,shortAnswer,"Explain the concept of equality as guaranteed in the Indian Constitution, using an example from daily life.",1,,,,Awarded if the student provides either a basic and correct explanation of the concept of equality OR a clear and relevant daily life example that demonstrates this principle.,,,,89286ad6-d6f9-4a60-bd04-17842543b808,,,,516,,,Understanding Constitutional Rights & Duties,,
Grade 7 — Social Science,4,18,Social Science,7,openEnded,shortAnswer,Suggest ways to improve transparency in governance.,1,,,,Awarded for suggesting any one plausible and relevant way to improve transparency in governance,,,,p5fBZZAZsB6NIbJErT4fa,,,,538,,,Understanding Local governance,,
Grade 7 — Social Science,5,18,Social Science,7,openEnded,shortAnswer,Explain the rock cycle by describing how igneous rocks transform into sedimentary rocks.,1,1,,,For explaining that igneous rocks break down into smaller pieces/sediments (due to weathering) and are then moved (by erosion/transport).,For explaining that these smaller pieces/sediments then settle (deposit) and get pressed/stuck together to form sedimentary rocks.,,,1220205b-67a4-4f34-93f7-bdd8aa97c32d,2fce95bc-9eac-45fc-b42f-08a8d530211a,,,518,,,Understanding Natural Environment & Resources,,
Grade 7 — Social Science,6,18,Social Science,7,openEnded,shortAnswer,Explain the significance of the Himalayas to the Indian subcontinent by stating any two points.,1,1,,,For stating one distinct and plausible point highlighting a significant impact or role of the Himalayas for the Indian subcontinent,For stating a second distinct and plausible point highlighting another significant impact or role of the Himalayas for the Indian subcontinent.,,,f59d3478-54e0-4404-a40d-7aa804d5ed7c,0f73c743-6aba-46ea-b988-41ce32d32776,,,518,,,Understanding Natural Environment & Resources,,
Grade 7 — Social Science,7,18,Social Science,7,openEnded,shortAnswer,Analyze role of money in economic development. Evaluate use of digital money today.,1,1,,,The answer correctly identifies and explains at least one significant role of money in economic development.,The answer provides a relevant evaluation (positive or negative impact) of the use of digital money today.,,,7Q1w_QSA7fqxmZZxi3-uO,Z2yQgHw9yLzApCwokEa4W,,,537,,,Understanding Economic Development,,
Grade 7 — Social Science,8,18,Social Science,7,openEnded,shortAnswer,What are the main occupations of people in the rural areas of Rajasthan? Describe any one in brief.,1,1,,,"Names at least two main occupations correctly (e.g., Agriculture/farming, Animal Husbandry/pastoralism, handicrafts).","Provides a brief, accurate description of one of the named occupations (e.g., 'For Agriculture, they grow crops like bajra and jowar which require less water,' OR 'For Animal Husbandry, they rear sheep, goats, and camels for milk, wool, and transport').",,,yXE50SBPYLYYNDFyh_cmT,G2YUqN3Q18A-u0aVlP2xL,,,515,,,Exploring Livelihoods in Our Region,,
Grade 7 — Social Science,9,18,Social Science,7,openEnded,shortAnswer,Assess the impact of wars on the economic life of kingdoms,1,1,,,For clearly identifying one distinct and plausible economic impact of wars on kingdoms.,"For clearly identifying a second distinct and plausible economic impact of wars on kingdoms, different from the first point.",,,P431-iXdF6LZVJCuBGOcu,c4c8a038-2c6b-49a7-89ee-fb5b0e445cc3,,,517,,,Understanding Early Civilizations,,
Grade 7 — Social Science,10,18,Social Science,7,openEnded,shortAnswer,"Explain the significance of Ashoka's reign in Indian history, mentioning at least two key aspects of his rule.",1,1,1,,"For accurately explaining the overall significance/impact of Ashoka's reign in Indian history (e.g., transformation of kingship, ethical governance, religious impact).","For clearly identifying and explaining the first key aspect of his rule (e.g., Kalinga War & Dhamma, specific welfare measures, etc).","For clearly identifying and explaining the second key aspect of his rule (e.g., patronage/spread of Buddhism, Rock/Pillar Edicts, empire building, etc).",,37yJw3E1FxQ9qdDtlD1Dm,YKrG3vUQWz2_AMnaUBrrX,rdcGQqH9mV--kaMerWT0T,,517,,,Understanding Early Civilizations,,
Grade 7 — Social Science,11,18,Social Science,7,openEnded,shortAnswer,"Evaluate the key differences between public and private healthcare services in India, providing one valid argument or example for each.",1,1,1,,"Mentions two features of public healthcare (e.g., government-run, affordable, wide reach, but often overcrowded/limited facilities, etc).","Mentions two features of private healthcare (e.g., better facilities, faster service, but expensive and limited to those who can pay, etc).","Provides one valid example or comparison (e.g., government hospitals vs private hospitals, cost difference, rural vs urban access).",,4RSiJsT8fH52fcWCiHkUv,_89wbS9Z2lo3uFjD5R2Wu,1S27JmFbf2WYrBQ3z00PY,,522,,,Analyzing Social Change & Justice,,
Grade 8 — English,1,3,English,8,openEnded,shortAnswer,How did the sky look during the sunset?,1,,,,"States that the sky was painted in shades of orange and pink, or similar description capturing both colors.",,,,2CxX82_EbX5nSEKshZ5Ul,,,,1,,,Reading Comprehension,,
Grade 8 — English,2,3,English,8,openEnded,shortAnswer,What sounds could be heard in the scene?,1,,,,Mentions hearing the sound of birds returning to their nests or similar phrase indicating bird sounds in the context of sunset.,,,,7kufGzccH7Hmi5s__e4UJ,,,,1,,,Reading Comprehension,,
Grade 8 — English,3,3,English,8,openEnded,shortAnswer,What did drawing mean to Anika?,1,,,,"States that drawing was more than a hobby for Anika and describes it as her way of expressing her thoughts and feelings, or conveys both ideas clearly.",,,,yUl-Z8NUzXC8xVhdMaYyd,,,,1,,,Reading Comprehension,,
Grade 8 — English,4,3,English,8,openEnded,shortAnswer,"Find a word from the passage that means ""a light wind"".",1,,,,Writes 'breeze' as the word from the passage that means 'a light wind'.,,,,7lJZ9_FcrHDNFWQ2uu-ov,,,,523,1,,Vocabulary,Reading Comprehension,
Grade 8 — English,5,3,English,8,openEnded,shortAnswer,"Write a theme or central idea of the poem ""The Last Bargain.""",1,1,,,"Identifies that the theme involves happiness/freedom not being purchased with power, wealth, or pride.",Mentions simplicity or innocence as sources of happiness/freedom or gives the example of a child granting the bargain freely.,,,q1XI31OlYMk9-eYS1fnlZ,ukDFxxu2fUwu1bVHY5a5K,,,526,,,Understanding Stories and Poems,,
Grade 8 — English,6,3,English,8,openEnded,shortAnswer,Define fable.,1,,,,Defines fable as a short story that typically uses animals as characters and imparts a moral lesson.,,,,UFHpeDivovepLWKi3UNTy,,,,526,,,Understanding Stories and Poems,,
Grade 8 — English,7,3,English,8,openEnded,shortAnswer,"Write rhyming words from the stanza:\n\nHim shelter from rain,\nAnd a mouthful of grain,\nHe wished only to borrow,\nHe had repay it tomorrow.",1,1,,,Correctly pairs 'rain' with 'grain' as rhyming words from the stanza.,Correctly pairs 'borrow' with 'tomorrow' as rhyming words from the stanza.,,,sx6Fi0KbjaXknyVYsFoa4,WopVDFdGTLhGF_9xZuTLC,,,526,,,Understanding Stories and Poems,,
Grade 8 — English,8,3,English,8,openEnded,shortAnswer,Rewrite in passive voice:\nA. The chef prepared a delicious meal.\nB. The king has found the true Successor.,1,1,,,Converts sentence A to correct passive: 'A delicious meal was prepared by the chef.',Converts sentence B to correct passive: 'The true successor has been found by the king.',,,bSPj9kDbmJyqYpuWM1Db0,79fGXLHJfURKG3EI450gu,,,524,,,Building Correct Sentences and Using Proper Grammar,,
Grade 8 — English,9,3,English,8,openEnded,shortAnswer,"Give the synonyms and the antonyms of the word ""quiet"":\n1. Synonym:\n2. Antonym:",1,1,,,"Gives an appropriate synonym for 'quiet' (e.g. silent, calm, peaceful, still).","Gives an appropriate antonym for 'quiet' (e.g. noisy, loud, boisterous).",,,jv21VLkNXr1Ewt04SM9zb,9XOF68IVgB0k70X8Nl50r,,,523,,,Vocabulary,,
Grade 8 — English,10,3,English,8,openEnded,shortAnswer,Rewrite the following sentence using 'too...to':\nHe is very weak. He cannot walk.,1,,,,"The student correctly rewrites the sentence as: ""He is too weak to walk.""",,,,cR-9I2Hh2eeTEZuduRYWc,,,,524,,,Building Correct Sentences and Using Proper Grammar,,
Grade 8 — English,11,3,English,8,openEnded,shortAnswer,"Write a short descriptive paragraph about 'The Oldest Tree in My Village/Town'. Focus on its appearance, history (if known), and what it means to the community. (5-6 sentences)",1,1,,,"Paragraph describing the tree’s appearance, history (if known), and its importance to the community.",Proper sentences but be lenient in checking grammer.,,,g9WKc3hr_pgcBpNW5h55P,wQSnlNuOGN8GN6vsHVfWn,,,525,523,,Writing Clear and Organized Ideas,Vocabulary,
Grade 8 — English,12,3,English,8,openEnded,shortAnswer,Write a story or paragraph based on images given.,1,1,1,1,Describes how the fox fell into the well and could not escape.,Mentions the goat approaching and asking if the water is sweet; any variation like expressing the goat’s curiosity about the well.,Tells how the fox tricked the goat by praising the water’s sweetness and tempting the goat to jump in; any valid tempting explanation.,Narrates how the fox uses the goat to escape and leaves the goat inside; explicitly describes fox climbing out on the goat’s back and advising goat to escape on its own.,OER2JawAbbgF4x7hzsdBk,m6QAB2JSTc6KXV_n9CcCH,ANYYUOPVB7eYNdyYUQCXx,7m19giGOxMeiVo-agwRyG,525,526,,Writing Clear and Organized Ideas,Understanding Stories and Poems,
Grade 8 — Maths,1,1,Mathematics,8,openEnded,shortAnswer,Find the value of `y` in the equation: `y + 9 = 4`,1,,,,Correctly solves the equation to find `y = -5`.,,,,lojatMUXGgOz4cet3fso_,,,,489,,,Solving Problems with Algebra (Unknowns),,
Grade 8 — Maths,2,1,Mathematics,8,openEnded,shortAnswer,Find the product of the binomials: `(3a – 2b)` and `(2a + 3b)`,1,1,,,"Shows correct expansion of the product, e.g., 3a(2a+3b) - 2b(2a+3b) or 6a² + 9ab - 4ab - 6b².",Correctly combines like terms to arrive at the final simplified answer: `6a² + 5ab - 6b²`.,,,eB5cqomE_Hbh0VpK0dFd_,LzEphr6FE5_bvWr16okOI,,,489,,,Solving Problems with Algebra (Unknowns),,
Grade 8 — Maths,3,1,Mathematics,8,openEnded,shortAnswer,"A bag contains 4 black balls and 6 white balls. If one ball is drawn at random from the bag, what is the probability that the ball drawn is black?",1,1,,,Correctly identifies the total number of outcomes (10) and the number of favourable outcomes (4).,Calculates the correct probability as `4/10` or its simplified form `2/5`.,,,wxeI2qwI_V9K612uZjVMO,7GI7LLlcYuV5H2xZsfNAX,,,490,,,Representing and Interpreting Data,,
Grade 8 — Maths,4,1,Mathematics,8,openEnded,shortAnswer,Solve the equation and find the value of x: `(x-5)/3 = (x-3)/5`,1,1,,,Correctly cross-multiplies to form the linear equation: 5(x-5) = 3(x-3).,Correctly solves the equation to find the final answer `x = 8`.,,,OCM9y8ANuLIlqYmKNHpd1,6AfghvLUT8dADeswHFbM4,,,489,,,Solving Problems with Algebra (Unknowns),,
Grade 8 — Maths,5,1,Mathematics,8,openEnded,shortAnswer,"\nUsing the distributive property, find the value of: `{9/16 xx 4/12} + {9/16 xx (-3/9)}`",1,1,,,Correctly applies the distributive property by taking out the common factor: `9/16 * (4/12 + (-3/9))`.,Correctly simplifies the expression inside the bracket `(4/12 - 1/3 = 0)` and computes the final answer as `0`.,,,oiC_5aPIOdBXQJXlzYMEB,EpPzG3NlYbUq-N9lVAlzu,,,484,,,Understanding and Using Number Properties,,
Grade 8 — Maths,6,1,Mathematics,8,openEnded,shortAnswer,"Rahul is 12 years old now, and his father is thrice his age. What will be the age difference between them after 5 years?",1,1,,,Correctly calculates father's current age: 3 × 12 = `36` years,Computes age difference after 5 years and arrives at `24` years,,,DilWex-nzL14gSQnrHYd_,GP-OyzdBNrqFljWdEr6-u,,,487,,,Solving Problems with Numbers,,
Grade 8 — Maths,7,1,Mathematics,8,openEnded,shortAnswer,"You have 300 chocolates and there are 80 Students in your School. What is the minimum number of chocolates required to distribute to all the students in equal quantity? If there are a total of 8 classes and all the classes have same number of students, then how many chocolates did each class get?",1,1,,,Finds how many chocolates per student from 300 chocolates (300 ÷ 80 = 3 remainder 60) and recognises that to distribute equally you need to round up to the next multiple of 80 (320 chocolates).,"Calculates number of students per class correctly (80 ÷ 8 = 10 students per class) and finds correctly how many chocolates each class gets: (320 ÷ 8 classes = 40 chocolates per class, or 10 students × 4 chocolates each). Any equivalent reasoning accepted.",,,d7TfNNECUTlGQc0ACXTbg,NYNFv2o1UjfMd2esQfmyV,,,487,,,Solving Problems with Numbers,,
Grade 8 — Maths,8,1,Mathematics,8,openEnded,shortAnswer,Please find the angles `x` and `y` for point B and C in the given parallelogram.,1,1,,,"Able to find angle x as 110, and give an explanation for it.","Able to find angle y as 70, and give an explanation for it.",,,_0CV12tqkjsf_Sjky10-t,EDSyqH4UTf5kSiWrlVrKy,,,486,,,Understanding Shapes and Measurement,,
Grade 8 — Maths,9,1,Mathematics,8,openEnded,shortAnswer,"A shopkeeper allows a 10% discount on an item with a marked price of ₹ 1200. Even after the discount, he makes a profit of 8%. What was the cost price of the item?",1,1,1,,Correctly calculates the Selling Price (SP) after a 10% discount on the Marked Price (MP) of ₹1200. (SP = ₹1080).,"Correctly uses the profit percentage formula (e.g., SP = CP * (1 + Profit%/100)) to set up an equation to find the Cost Price (CP).",Correctly solves the equation to find the final Cost Price (CP) as `₹1000`.,,XrJi4sz9W-aKQmMtM1YCZ,gFvFOks3F3fO3ucFzL4F1,8c-cInyGXy1VVGsGSfrjc,,487,,,Solving Problems with Numbers,,
Grade 8 — Maths,10,1,Mathematics,8,openEnded,shortAnswer,Find the angle measures `x` and `y` in the following figures.,1,1,,,Correctly finds `x = 80°` and states the reason and calculation.,Correctly finds `y = 60°` and states the reason and calculation.,,,YRP2EdmwKdAoWa-zGa4rV,SatwdHZT3vaQYLP9tM2Ai,,,486,,,Understanding Shapes and Measurement,,
Grade 8 — Science,1,2,Science,8,openEnded,shortAnswer,"What is the most likely cause of changes in bread (green patches on Day 3, darker patches on Day 5)?",1,,,,Correctly identifies the cause as Mould Growth / Fungi / Spoilage by Microorganisms (or similar terminology indicating fungal decay).,,,,bVvntjZLLtwu4RJfQUCL8,,,,535,,,Understanding Living Organisms and Life Processes,,
Grade 8 — Science,2,2,Science,8,openEnded,shortAnswer,Name the microorganism that is helpful in making curd from milk and the category of microorganism it belongs to.,0.5,0.5,,,Correctly names the microorganism (Lactobacillus).,Correctly identifies the category (Bacteria).,,,wYaUbxS4mz5y8lHlWhUdP,mSIt3CC7qQleE-AFY49au,,,535,,,Understanding Living Organisms and Life Processes,,
Grade 8 — Science,3,2,Science,8,openEnded,shortAnswer,"Name the property of metals that allows them to be beaten into thin sheets, such as the aluminium foils used for wrapping food.",1,,,,Correctly identifies the property as Malleability.,,,,uYGstH7nwza91L05_2Uky,,,,500,,,Understanding Properties and Changes of Materials,,
Grade 8 — Science,4,2,Science,8,openEnded,shortAnswer,Which zone of flame is used by Goldsmith? Give reason.,1,1,,,The user says that goldsmith uses the outermost zone (also known as the non-luminous or blue zone) of a flame.,Briefly describes the reason for choosing it.,,,GcAanOWmdK1D7SLHm1nuw,vjQvrtGrjc8AZPT-uyAST,,,504,502,,Understanding Heat and Its Transfer,Applying Science to Everyday Life,
Grade 8 — Science,5,2,Science,8,openEnded,shortAnswer,"Classify the following crops as Kharif or Rabi and mention the season (e.g., rainy, winter) in which they are typically grown: \n(a) Wheat \n(b) Paddy (Rice)",0.5,0.5,0.5,0.5,For (a): Correctly classifies Wheat as a Rabi crop.,For (a): Correctly mentions the season for Wheat (Winter).,For (b): Correctly classifies Paddy/Rice as a Kharif crop.,For (b): Correctly mentions the season for Paddy/Rice (Rainy/Monsoon).,pxrrbIhcM6yRdLHoI-7cg,OYZCJnjD4LPpf_SaLESea,GyUJgYKWMDloR8YPOknio,_5UnOnDODCWZlQ3HzutGu,506,,,Ensuring Healthy Plant Growth and Food Safety,,
Grade 8 — Science,6,2,Science,8,openEnded,shortAnswer,Observe the picture and answer the following questions:\n(a) What is shown in the picture?\n(b) What consequences will be faced when such conditions will be sustained for a long time?,1,1,,,"For (a): The picture shows trees are being cut with, with several trees felled down by an axe. Any sufficient description of such scene is good.","For (b): States what will happen when trees are gone. The environmental impact, etc.",,,xQDZC-aB3AUMxva28k738,Ki95HnunPEHJ6d3S3F_6V,,,518,,,Understanding Natural Environment & Resources,,
